day,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
2021-06-17,117.4286,814.2857,552.2857,239.4286,4286.5714,3322.5714,899.2857,1274.5714,2414.7143,923.8571,8130.0,1511.2857,1730.1429,1227.1429,2330.5714,2606.8571,763.8571,4801.0,3553.4286,1521.7143,777.0,314.1429,4217.8571,2964.1429,909.4286,17077.1429,708.1429
2021-06-18,92.5714,842.7143,547.7143,231.2857,4408.2857,3495.0,892.0,1258.0,2416.8571,963.0,8085.8571,1436.1429,1610.4286,1191.0,2345.4286,2521.5714,750.5714,5524.1429,3230.7143,1283.8571,765.7143,299.4286,4820.0,2872.4286,958.1429,17767.2857,683.2857
2021-06-19,101.1429,838.7143,532.7143,241.1429,4290.0,3321.2857,857.7143,1242.2857,2386.4286,971.0,7803.2857,1451.8571,1592.4286,1152.0,2420.8571,2469.4286,735.2857,6512.5714,3808.0,1122.5714,718.2857,297.1429,4836.7143,2935.7143,913.2857,17661.8571,674.1429
2021-06-20,96.4286,906.4286,520.0,238.1429,4656.0,3018.7143,822.7143,1239.1429,2390.7143,956.4286,7891.7143,1407.7143,1589.1429,1143.2857,2441.4286,2442.0,752.2857,7674.1429,3772.5714,1058.5714,720.5714,293.7143,4831.1429,2961.2857,793.7143,17706.1429,649.8571
2021-06-21,83.0,882.1429,521.4286,181.1429,4706.7143,2754.7143,820.5714,1219.0,2458.1429,996.1429,7852.4286,1381.8571,1575.0,1189.1429,2375.5714,2397.4286,764.1429,9242.2857,3395.8571,818.8571,717.1429,264.5714,4853.4286,2814.4286,810.2857,17641.1429,645.7143
2021-06-22,76.1429,902.5714,520.5714,153.0,4663.7143,2566.8571,837.7143,1180.0,2408.0,973.2857,7518.1429,1370.7143,1494.5714,1241.5714,2351.0,2214.1429,777.1429,10626.1429,3372.5714,5961.0,679.1429,203.2857,4674.5714,2811.8571,809.8571,17622.5714,653.1429
2021-06-23,84.7143,813.1429,521.7143,151.2857,4426.4286,2244.7143,796.7143,1179.7143,2247.1429,977.5714,7502.2857,1273.7143,1421.0,1165.5714,2358.0,2172.8571,717.5714,11061.8571,3332.7143,6127.0,563.7143,302.2857,4561.1429,2759.8571,777.5714,17183.4286,635.0
2021-06-24,91.5714,843.0,525.2857,164.0,4181.0,2018.4286,777.4286,1177.5714,2270.4286,963.2857,7432.4286,1333.0,1319.5714,1134.5714,2348.5714,1926.7143,742.8571,11395.1429,3119.5714,6290.7143,596.4286,287.7143,4649.8571,2813.0,776.7143,17597.2857,601.4286
2021-06-25,83.7143,778.4286,522.0,160.5714,3765.2857,2052.4286,789.5714,1104.8571,2295.8571,978.5714,7088.7143,1381.8571,1347.7143,1074.0,2368.2857,1583.5714,694.5714,11027.1429,3382.5714,6344.5714,543.8571,284.5714,4045.5714,2792.7143,749.2857,16638.4286,587.0
2021-06-26,81.5714,766.7143,518.0,157.5714,3519.4286,2019.4286,757.0,1118.5714,2264.8571,1007.4286,7067.0,1336.7143,1321.4286,1074.2857,2277.2857,1426.1429,698.4286,10197.8571,2713.1429,6505.0,542.2857,295.7143,3887.4286,2739.7143,719.5714,16416.8571,569.2857
2021-06-27,87.7143,705.4286,521.2857,157.2857,3112.5714,1982.2857,759.1429,1100.4286,2289.2857,1024.4286,6901.7143,1326.0,1315.0,1076.4286,2265.8571,1409.4286,672.2857,9374.1429,2733.0,6438.1429,523.1429,306.0,3892.4286,2760.2857,720.0,16185.8571,558.1429
2021-06-28,82.5714,741.5714,524.2857,155.0,2987.0,1951.7143,740.7143,1032.8571,2103.7143,1003.0,6970.8571,1310.8571,1283.4286,1025.1429,2123.1429,1380.0,643.8571,8136.1429,2963.7143,6426.4286,467.7143,304.8571,3832.2857,2859.4286,619.8571,16104.5714,515.7143
2021-06-29,84.1429,720.7143,500.2857,145.0,2680.8571,2133.2857,730.4286,1049.4286,1771.2857,984.4286,6822.0,1170.7143,1230.2857,1011.0,2065.5714,1357.4286,533.7143,6898.1429,2876.2857,1640.2857,377.7143,336.0,3575.5714,2676.5714,575.7143,15549.0,467.1429
2021-06-30,73.2857,729.1429,476.1429,148.5714,2317.8571,2111.0,762.2857,977.1429,1881.2857,891.2857,6585.5714,1097.2857,1202.8571,1064.7143,1973.5714,1159.8571,529.4286,6343.8571,2355.2857,1863.8571,380.7143,260.4286,3095.7143,2487.5714,549.7143,13871.0,451.7143
2021-07-01,86.8571,679.8571,479.0,137.7143,2304.0,2163.2857,765.8571,927.1429,1859.4286,863.5714,6395.7143,923.8571,1154.1429,1048.7143,1698.0,1246.4286,522.5714,6056.1429,2179.0,1438.7143,345.8571,259.8571,2878.1429,2423.4286,560.0,13584.1429,446.2857
2021-07-02,74.8571,729.1429,466.7143,148.4286,2522.5714,1984.5714,732.1429,901.8571,1692.1429,829.1429,6329.4286,792.5714,1124.5714,1040.8571,1532.7143,1486.8571,548.7143,5368.1429,1995.7143,1398.7143,305.5714,263.0,2857.0,2383.2857,490.5714,13366.0,421.1429
2021-07-03,69.7143,698.5714,470.1429,145.1429,2550.4286,1900.2857,722.8571,867.4286,1692.5714,758.7143,5881.2857,754.0,1111.1429,1019.8571,1471.1429,1657.5714,511.7143,5166.2857,2117.4286,1273.2857,412.0,254.1429,3004.4286,2352.8571,472.2857,13040.0,420.8571
2021-07-04,62.0,747.4286,466.2857,154.5714,2577.1429,1754.2857,736.1429,885.8571,1687.8571,754.7143,5779.1429,723.4286,1092.8571,1012.0,1349.7143,1737.2857,519.5714,4813.0,2107.7143,1258.5714,389.8571,246.2857,2991.4286,2277.0,496.8571,12823.7143,420.2857
2021-07-05,69.5714,647.1429,450.2857,153.0,2567.0,1725.2857,728.0,942.4286,1670.4286,755.8571,5739.8571,663.1429,1090.0,938.2857,1253.4286,1746.0,512.0,4437.8571,1861.4286,1422.0,666.1429,271.4286,2991.7143,2231.0,501.2857,12816.0,425.2857
2021-07-06,67.2857,656.0,474.1429,153.5714,2614.4286,1312.7143,724.5714,907.2857,1884.5714,777.8571,5876.5714,680.5714,1125.7143,846.2857,1066.5714,1741.1429,583.0,4232.2857,1834.8571,1115.5714,653.1429,281.7143,3089.0,2231.4286,496.5714,12805.1429,433.4286
2021-07-07,80.5714,674.0,502.8571,152.7143,2781.4286,1401.0,706.2857,924.7143,1827.7143,799.5714,5688.1429,702.5714,1173.1429,772.1429,1036.0,1853.1429,560.0,3890.5714,2060.0,755.1429,502.8571,262.8571,3454.4286,2338.1429,513.5714,13823.2857,432.0
2021-07-08,80.0,677.5714,508.0,164.2857,2731.4286,1381.7143,690.1429,926.7143,1837.5714,803.0,5591.2857,691.1429,1150.4286,747.2857,1134.8571,1785.7143,560.5714,3320.7143,2050.4286,771.5714,469.8571,255.2857,3468.1429,2348.7143,483.2857,13610.4286,431.1429
2021-07-09,86.1429,660.8571,528.4286,159.7143,2854.4286,1611.4286,696.8571,979.8571,1884.4286,772.1429,5313.0,745.4286,1159.0,737.2857,1079.8571,1755.8571,520.8571,3383.1429,2086.2857,798.8571,479.1429,261.8571,3239.7143,2296.4286,490.1429,12931.1429,427.5714
2021-07-10,83.2857,643.8571,528.0,166.0,2940.0,1403.8571,679.4286,993.0,1969.4286,786.8571,5515.1429,738.5714,1203.8571,753.8571,1041.1429,1663.8571,538.1429,3395.1429,2198.4286,819.7143,363.4286,255.0,3055.2857,2299.8571,460.8571,11650.2857,420.4286
2021-07-11,81.4286,531.8571,534.5714,162.5714,2993.5714,1299.4286,603.0,956.0,1932.5714,770.7143,5476.5714,740.2857,1220.2857,752.8571,964.2857,1595.0,523.4286,3248.8571,2246.4286,766.1429,361.1429,264.4286,3042.4286,2282.2857,411.1429,11474.1429,429.1429
2021-07-12,71.1429,520.5714,527.1429,164.4286,3006.0,1274.2857,618.8571,930.0,1832.4286,751.7143,5376.7143,701.5714,1234.1429,663.2857,954.5714,1555.4286,487.4286,3241.1429,2245.8571,572.2857,38.2857,246.4286,3051.7143,2242.2857,400.7143,11315.7143,397.2857
2021-07-13,70.7143,448.0,507.0,159.4286,2902.8571,1213.2857,593.8571,888.0,2114.1429,722.8571,5221.5714,745.1429,1246.1429,652.1429,895.0,1575.8571,480.4286,3169.1429,2040.8571,543.4286,123.1429,246.2857,2975.8571,2154.5714,372.5714,10089.1429,396.1429
2021-07-14,60.5714,450.4286,508.2857,150.7143,2814.0,1134.0,589.0,842.1429,2070.0,735.2857,5279.1429,733.8571,1239.8571,641.2857,864.2857,1631.0,521.7143,3187.5714,1944.8571,503.7143,327.5714,192.2857,3150.7143,2216.7143,351.5714,10281.7143,401.0
2021-07-15,42.7143,397.8571,496.1429,134.2857,2610.0,1435.7143,571.2857,855.0,2013.5714,726.7143,5487.0,730.1429,1278.8571,614.8571,886.5714,1582.2857,480.1429,3121.7143,2538.7143,478.0,311.1429,263.8571,2996.4286,2131.1429,354.4286,9959.2857,361.2857
2021-07-16,34.8571,351.8571,477.0,129.5714,2335.1429,895.5714,583.5714,836.2857,1953.4286,704.5714,5520.5714,692.1429,1308.0,601.1429,856.8571,1448.0,461.7143,2931.8571,2499.4286,410.8571,346.4286,262.8571,2741.2857,2065.4286,320.4286,9496.8571,373.8571
2021-07-17,30.0,353.2857,480.2857,131.2857,2207.2857,969.1429,571.8571,864.1429,1877.2857,708.0,5427.8571,685.0,1302.0,592.2857,810.4286,1358.2857,437.7143,2796.5714,2547.2857,331.4286,335.2857,275.0,2765.7143,1959.1429,302.1429,10841.2857,380.8571
2021-07-18,30.4286,362.1429,475.0,138.7143,2185.8571,1032.2857,574.7143,863.7143,1888.5714,712.2857,5383.2857,686.4286,1300.7143,595.8571,830.2857,1317.5714,434.5714,2799.1429,2581.0,376.0,340.2857,263.8571,2747.7143,1922.8571,290.2857,10493.4286,371.0
2021-07-19,35.4286,357.0,478.2857,137.2857,2170.5714,1002.1429,539.5714,858.4286,1744.4286,713.0,5379.1429,665.5714,1300.5714,677.2857,811.2857,1311.2857,423.0,2787.5714,2555.2857,382.5714,323.5714,261.8571,2708.2857,1884.4286,276.2857,10496.5714,363.4286
2021-07-20,35.8571,354.5714,468.4286,138.7143,1905.0,913.2857,548.2857,893.8571,1722.1429,617.8571,5227.7143,626.8571,1316.2857,591.7143,854.1429,1034.7143,401.7143,2728.7143,2445.1429,393.7143,309.8571,263.0,2216.1429,1771.7143,334.4286,9675.4286,366.7143
2021-07-21,30.4286,328.4286,482.5714,137.4286,2027.5714,931.2857,536.0,903.4286,1923.4286,524.8571,4939.2857,638.4286,1309.4286,512.2857,748.2857,987.4286,373.2857,2656.4286,2695.0,455.0,267.7143,315.2857,1939.1429,1753.8571,336.1429,9989.4286,376.8571
2021-07-22,35.5714,337.5714,480.4286,139.4286,2130.0,714.4286,545.1429,873.5714,2079.2857,459.0,4689.7143,616.4286,1275.8571,479.4286,743.8571,997.7143,341.1429,2499.8571,2286.2857,396.1429,259.1429,253.8571,2152.4286,1693.0,306.1429,10117.5714,399.0
2021-07-23,30.1429,329.2857,455.8571,142.0,2042.2857,849.1429,561.5714,832.4286,2024.5714,400.8571,4874.7143,583.5714,1265.7143,462.8571,737.4286,979.1429,341.5714,2469.8571,2394.2857,636.1429,208.5714,221.7143,11002.2857,1725.5714,315.0,10204.8571,382.7143
2021-07-24,38.8571,328.5714,424.4286,132.8571,1860.2857,775.2857,596.1429,780.4286,2288.0,361.7143,4697.4286,573.7143,1242.5714,465.7143,684.8571,888.7143,320.1429,2312.7143,2117.8571,659.4286,218.1429,222.4286,11431.8571,1694.0,318.1429,8605.0,380.2857
2021-07-25,38.8571,340.0,428.7143,116.7143,1716.5714,802.1429,626.7143,787.0,2310.8571,348.2857,4737.7143,564.0,1241.4286,461.4286,650.8571,932.5714,324.2857,2298.7143,2096.7143,601.7143,226.7143,221.7143,11573.5714,1701.7143,316.1429,8778.0,392.0
2021-07-26,36.8571,325.2857,422.7143,109.1429,1657.1429,826.7143,649.8571,759.0,2499.4286,360.1429,4756.4286,609.7143,1270.7143,418.4286,647.0,942.5714,346.2857,2718.0,2059.8571,587.4286,257.1429,236.0,11652.2857,1739.1429,331.1429,8681.8571,404.2857
2021-07-27,36.5714,337.0,413.5714,104.0,1754.7143,920.5714,664.4286,716.0,2387.4286,392.0,4762.7143,634.5714,1180.5714,443.1429,622.5714,1010.7143,343.7143,2651.7143,2435.8571,629.0,292.1429,227.2857,11906.1429,1833.7143,272.8571,9693.1429,415.8571
2021-07-28,42.2857,320.4286,390.4286,98.2857,1516.0,853.2857,672.8571,677.5714,2596.0,475.5714,4808.4286,587.0,1176.4286,465.7143,656.0,893.7143,328.2857,2706.7143,2485.8571,550.2857,279.4286,219.4286,11919.1429,1748.4286,244.0,8721.8571,393.2857
2021-07-29,32.7143,312.7143,385.7143,96.1429,1465.7143,735.4286,695.5714,624.7143,2548.8571,546.7143,4741.5714,576.5714,1200.2857,478.0,618.8571,862.5714,342.5714,2709.2857,2188.1429,530.0,294.1429,212.8571,11760.5714,1737.5714,234.7143,8467.5714,375.7143
2021-07-30,39.0,325.4286,402.4286,88.8571,1374.2857,705.2857,677.0,611.7143,2479.4286,575.4286,4546.2857,592.5714,1194.7143,458.5714,632.2857,839.1429,328.7143,2706.2857,2427.1429,289.1429,292.1429,214.7143,2840.1429,1624.7143,192.4286,8184.2857,380.5714
2021-07-31,29.2857,294.2857,408.4286,81.7143,1339.2857,743.0,677.4286,585.4286,2451.1429,563.2857,4746.0,593.2857,1189.5714,450.1429,611.7143,873.7143,340.8571,2712.1429,2585.0,281.7143,275.8571,193.5714,2431.8571,1584.8571,202.2857,8683.4286,374.2857
2021-08-01,27.8571,241.4286,396.4286,81.1429,1268.1429,689.5714,675.5714,560.2857,2452.0,563.8571,5285.0,594.5714,1182.7143,450.7143,595.1429,830.5714,333.5714,2873.1429,2533.8571,282.7143,279.2857,191.5714,2370.7143,1569.1429,221.0,8666.1429,387.0
2021-08-02,28.4286,241.2857,396.4286,77.0,1248.7143,650.2857,685.4286,523.8571,2629.7143,535.8571,5436.7143,601.7143,1112.1429,423.8571,583.5714,847.0,333.1429,2435.5714,2651.7143,278.7143,255.1429,183.4286,2361.0,1549.7143,200.2857,8590.1429,375.5714
2021-08-03,27.0,225.1429,388.5714,71.8571,1136.7143,612.5714,648.5714,504.8571,2581.4286,545.4286,4719.0,526.1429,1226.8571,439.4286,562.1429,838.5714,300.8571,2563.8571,2600.8571,182.8571,207.8571,164.1429,2260.7143,1429.4286,218.8571,8313.7143,354.0
2021-08-04,25.5714,232.4286,402.5714,75.4286,1206.5714,471.7143,648.1429,507.1429,2378.0,502.8571,4607.7143,527.1429,1156.0,425.8571,572.8571,801.8571,287.2857,2542.0,2673.8571,177.1429,220.2857,145.4286,2037.7143,1380.7143,209.7143,8150.0,355.1429
2021-08-05,31.1429,273.5714,370.4286,66.5714,1145.1429,548.2857,646.5714,563.0,2342.8571,456.7143,4501.0,525.1429,1132.0,420.1429,508.7143,745.5714,286.8571,2503.5714,2942.1429,187.4286,214.2857,131.7143,2044.8571,1323.0,210.0,7976.5714,361.4286
2021-08-06,35.8571,251.7143,359.8571,66.0,1140.2857,576.0,682.8571,527.1429,2708.1429,452.1429,4426.1429,490.5714,1079.0,442.8571,427.4286,707.5714,271.1429,3137.8571,2496.8571,180.8571,217.7143,128.5714,2251.0,1355.4286,207.0,8041.4286,342.8571
2021-08-07,35.4286,242.7143,368.8571,64.0,1180.1429,548.4286,657.2857,522.0,2509.0,448.5714,4166.0,476.2857,1077.4286,447.0,419.2857,676.2857,267.1429,3161.4286,3867.4286,179.7143,241.7143,127.2857,1861.8571,1369.1429,183.8571,7981.8571,341.1429
2021-08-08,34.5714,241.8571,366.0,60.7143,1159.7143,552.7143,603.2857,516.7143,2504.5714,446.0,3512.7143,536.7143,1064.8571,451.4286,394.4286,630.5714,261.1429,3019.7143,4038.7143,176.1429,222.8571,126.2857,1809.8571,1353.2857,146.1429,7960.8571,306.7143
2021-08-09,33.7143,236.0,375.0,54.7143,1123.7143,567.0,587.4286,522.5714,2552.2857,445.7143,3333.0,509.8571,1074.4286,440.2857,392.8571,570.0,247.5714,2859.1429,4045.1429,173.0,241.2857,125.4286,1770.2857,1332.8571,149.1429,7940.7143,319.2857
2021-08-10,33.5714,224.8571,380.7143,62.8571,1252.7143,538.0,605.0,550.2857,2689.0,440.1429,3899.4286,487.0,982.4286,400.5714,415.2857,541.2857,257.0,2638.1429,3835.0,185.8571,226.0,129.2857,1775.4286,1408.5714,176.7143,8014.0,297.0
2021-08-11,33.7143,195.8571,346.8571,54.0,1129.0,622.5714,609.1429,560.7143,2622.5714,422.2857,3808.2857,462.8571,1029.2857,363.8571,373.4286,553.7143,254.0,2476.0,3799.0,177.4286,225.7143,127.2857,1806.0,1421.5714,201.0,7758.4286,283.8571
2021-08-12,26.4286,151.8571,351.8571,56.0,1095.7143,516.1429,608.5714,520.8571,2597.7143,433.0,3751.7143,454.8571,1024.7143,344.8571,352.2857,563.4286,221.5714,2490.1429,3998.1429,173.4286,195.2857,130.8571,1577.7143,1468.4286,188.5714,7636.2857,270.0
2021-08-13,15.1429,137.1429,337.4286,49.0,1074.4286,419.7143,552.5714,589.2857,2394.5714,409.2857,3501.2857,395.2857,1049.8571,328.5714,356.0,558.8571,226.8571,1894.1429,4341.5714,139.0,181.4286,108.7143,1337.7143,1426.7143,187.2857,7399.2857,231.1429
