day,MG,SP,AM,CE,PR,MA
2021-07-24,114.7143,349.0,6.8571,23.1429,83.4286,16.8571
2021-07-25,122.4286,347.5714,6.8571,25.7143,81.1429,17.5714
2021-07-26,125.8571,339.0,7.0,21.2857,98.4286,16.8571
2021-07-27,125.1429,321.4286,7.4286,20.0,112.4286,16.0
2021-07-28,118.0,304.0,7.8571,25.4286,126.7143,14.7143
2021-07-29,121.1429,281.4286,7.5714,21.2857,140.8571,13.8571
2021-07-30,120.8571,259.7143,7.8571,19.4286,139.2857,13.2857
2021-07-31,112.2857,255.0,7.1429,22.1429,138.4286,12.7143
2021-08-01,111.2857,257.5714,7.0,19.5714,135.7143,12.1429
2021-08-02,108.4286,255.1429,6.2857,20.8571,110.4286,12.1429
2021-08-03,105.4286,246.2857,6.2857,23.4286,103.1429,12.5714
2021-08-04,106.0,252.7143,6.5714,14.4286,90.7143,12.7143
2021-08-05,101.8571,242.7143,6.7143,23.5714,73.2857,13.4286
2021-08-06,106.0,246.5714,6.7143,25.7143,70.4286,14.0
2021-08-07,107.8571,240.1429,7.1429,24.7143,77.2857,14.1429
2021-08-08,100.8571,245.1429,7.5714,24.7143,82.2857,14.1429
2021-08-09,102.1429,250.0,7.8571,28.4286,93.2857,14.8571
2021-08-10,103.2857,259.0,7.2857,25.0,90.0,14.5714
2021-08-11,100.1429,256.2857,7.2857,29.8571,78.7143,14.1429
2021-08-12,96.5714,260.4286,7.2857,18.0,82.5714,14.0
2021-08-13,93.7143,253.0,7.4286,15.7143,95.0,13.4286
